id,name,id_2,startDay,startTime,endDay,endTime,Car,Hov2,Hov3,Truck,Motorcycle,Rv,ablePri2AxlesAuto,ablePri3AxlesAuto,ablePri4AxlesAuto,ablePri2AxlesDualTire,ablePri3AxlesDualTire,ablePri4AxlesDualTire,ablePri2AxlesTNC,ablePri2AxlesTNCPool,ablePri2AxlesTaxi,ablePri2AxlesTaxiPool,ableSec2AxlesAuto,ableSec3AxlesAuto,ableSec4AxlesAuto,ableSec2AxlesDualTire,ableSec3AxlesDualTire,ableSec4AxlesDualTire,ableSec2AxlesTNC,ableSec2AxlesTNCPool,ableSec2AxlesTaxi,ableSec2AxlesTaxiPool,able22AxlesAuto,able23AxlesAuto,road,date
1069024,Segment2-WB,-1,Monday,10:00:00,Friday,15:00:00,2.84,2.84,2.84,8.52,2.84,8.52,126,53,26,12,245,238,200,209,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069026,21B,-1,Tuesday,15:00:00,Saturday,19:00:00,2.18,2.18,2.18,6.54,2.18,6.54,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069028,US,-1,Monday,15:00:00,Friday,19:00:00,2.18,2.18,2.18,6.54,2.18,6.54,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069030,TI,-1,Monday,19:00:00,Friday,23:59:59,2.18,2.18,2.18,6.54,2.18,6.54,128,64,32,16,223,217,203,229,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069034,I-635,-1,Saturday,00:00:00,Sunday,23:59:59,2.18,2.18,2.18,6.54,2.18,6.54,117,57,29,10,220,253,200,236,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069000,436B,-1,Monday,00:00:00,Friday,05:00:00,1.55,1.55,1.55,4.65,1.55,4.65,126,52,30,12,249,213,222,214,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069002,LOOP,-1,Monday,05:00:00,Tuesday,10:00:00,1.55,1.55,1.55,4.65,1.55,4.65,110,56,31,13,205,239,200,255,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069004,WALNUT,-1,Wednesday,10:00:00,Friday,15:00:00,1.55,1.55,1.55,4.65,1.55,4.65,105,53,23,16,232,251,242,239,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069006,EXIT,-1,Monday,15:00:00,Friday,19:00:00,1.55,1.55,1.55,4.65,1.55,4.65,127,56,24,15,212,236,247,225,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069008,27A,-1,Monday,19:00:00,Friday,23:59:59,2.24,2.24,2.24,6.72,2.24,6.72,119,60,26,16,239,249,224,202,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069010,T-25A I-35E,-1,Saturday,00:00:00,Sunday,23:59:59,2.24,2.24,2.24,6.72,2.24,6.72,,64,32,16,221,213,211,215,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069012,WEBB,-1,Monday,00:00:00,Friday,05:00:00,2.24,2.24,2.24,6.72,2.24,6.72,123,50,21,16,208,230,220,231,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069014,Segment3-NB,-1,Monday,05:00:00,Friday,10:00:00,2.37,2.37,2.37,7.11,2.37,7.11,119,57,31,10,210,201,250,243,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069016,PRESTON,-1,Monday,10:00:00,Friday,15:00:00,2.37,2.37,2.37,7.11,2.37,7.11,106,54,31,13,240,211,218,200,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069018,TI,-1,Monday,15:00:00,Friday,19:00:00,2.37,2.37,2.37,7.11,2.37,7.11,,64,32,16,240,228,241,234,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069020,WEBB,-1,Monday,19:00:00,Friday,23:59:59,1.68,1.68,1.68,5.04,1.68,5.04,110,57,30,13,254,205,250,216,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069022,DALLAS,-1,Saturday,00:00:00,Sunday,23:59:59,3.1,3.1,3.1,9.3,3.1,9.3,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069024,Segment2-WB,-1,Saturday,00:00:00,Sunday,23:59:59,3.1,3.1,3.1,9.3,3.1,9.3,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069026,21B,-1,Monday,05:00:00,Wednesday,10:00:00,2.37,2.37,2.37,7.11,2.37,7.11,127,52,23,13,212,225,255,205,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069028,US,-1,Monday,10:00:00,Friday,15:00:00,2.37,2.37,2.37,7.11,2.37,7.11,119,59,31,13,223,211,212,237,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069030,TI,-1,Thursday,15:00:00,Friday,19:00:00,2.37,2.37,2.37,7.11,2.37,7.11,126,57,31,14,200,210,231,240,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069034,I-635,-1,Monday,19:00:00,Friday,23:59:59,2.37,2.37,2.37,7.11,2.37,7.11,128,64,32,16,221,252,226,221,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069000,436B,-1,Saturday,00:00:00,Sunday,23:59:59,1.52,1.52,1.52,4.56,1.52,4.56,115,63,29,12,231,248,227,207,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069002,LOOP,-1,Monday,00:00:00,Friday,05:00:00,1.52,1.52,1.52,4.56,1.52,4.56,123,58,25,11,202,255,219,248,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069004,WALNUT,-1,Monday,05:00:00,Friday,10:00:00,1.52,1.52,1.52,4.56,1.52,4.56,126,59,29,13,237,254,231,222,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069006,EXIT,-1,Monday,10:00:00,Friday,15:00:00,1.52,1.52,1.52,4.56,1.52,4.56,126,53,26,12,245,238,200,209,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069008,27A,-1,Tuesday,15:00:00,Saturday,19:00:00,2.32,2.32,2.32,6.96,2.32,6.96,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069010,T-25A I-35E,-1,Monday,15:00:00,Friday,19:00:00,2.32,2.32,2.32,6.96,2.32,6.96,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069012,WEBB,-1,Monday,19:00:00,Friday,23:59:59,2.32,2.32,2.32,6.96,2.32,6.96,128,64,32,16,223,217,203,229,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069014,Segment3-NB,-1,Saturday,00:00:00,Sunday,23:59:59,2.6,2.6,2.6,7.8,2.6,7.8,117,57,29,10,220,253,200,236,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069016,PRESTON,-1,Monday,00:00:00,Friday,05:00:00,2.6,2.6,2.6,7.8,2.6,7.8,126,52,30,12,249,213,222,214,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069018,TI,-1,Monday,05:00:00,Tuesday,10:00:00,2.6,2.6,2.6,7.8,2.6,7.8,110,56,31,13,205,239,200,255,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069020,WEBB,-1,Wednesday,10:00:00,Friday,15:00:00,1.68,1.68,1.68,5.04,1.68,5.04,105,53,23,16,232,251,242,239,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069022,DALLAS,-1,Monday,15:00:00,Friday,19:00:00,3.17,3.17,3.17,9.51,3.17,9.51,127,56,24,15,212,236,247,225,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069024,Segment2-WB,-1,Monday,19:00:00,Friday,23:59:59,3.17,3.17,3.17,9.51,3.17,9.51,119,60,26,16,239,249,224,202,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069026,21B,-1,Saturday,00:00:00,Sunday,23:59:59,2.6,2.6,2.6,7.8,2.6,7.8,,64,32,16,221,213,211,215,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069028,US,-1,Monday,00:00:00,Friday,05:00:00,2.6,2.6,2.6,7.8,2.6,7.8,123,50,21,16,208,230,220,231,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069030,TI,-1,Monday,05:00:00,Friday,10:00:00,2.6,2.6,2.6,7.8,2.6,7.8,119,57,31,10,210,201,250,243,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069034,I-635,-1,Monday,10:00:00,Friday,15:00:00,2.6,2.6,2.6,7.8,2.6,7.8,106,54,31,13,240,211,218,200,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069000,436B,-1,Monday,15:00:00,Friday,19:00:00,1.55,1.55,1.55,4.65,1.55,4.65,,64,32,16,240,228,241,234,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069002,LOOP,-1,Monday,19:00:00,Friday,23:59:59,1.55,1.55,1.55,4.65,1.55,4.65,110,57,30,13,254,205,250,216,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069004,WALNUT,-1,Saturday,00:00:00,Sunday,23:59:59,1.55,1.55,1.55,4.65,1.55,4.65,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069006,EXIT,-1,Saturday,00:00:00,Sunday,23:59:59,1.55,1.55,1.55,4.65,1.55,4.65,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069008,27A,-1,Monday,05:00:00,Wednesday,10:00:00,2.33,2.33,2.33,6.99,2.33,6.99,127,52,23,13,212,225,255,205,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069010,T-25A I-35E,-1,Monday,10:00:00,Friday,15:00:00,2.33,2.33,2.33,6.99,2.33,6.99,119,59,31,13,223,211,212,237,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069012,WEBB,-1,Thursday,15:00:00,Friday,19:00:00,2.33,2.33,2.33,6.99,2.33,6.99,126,57,31,14,200,210,231,240,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069014,Segment3-NB,-1,Monday,19:00:00,Friday,23:59:59,2.55,2.55,2.55,7.65,2.55,7.65,128,64,32,16,221,252,226,221,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069016,PRESTON,-1,Saturday,00:00:00,Sunday,23:59:59,2.55,2.55,2.55,7.65,2.55,7.65,115,63,29,12,231,248,227,207,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069018,TI,-1,Monday,00:00:00,Friday,05:00:00,2.55,2.55,2.55,7.65,2.55,7.65,123,58,25,11,202,255,219,248,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069020,WEBB,-1,Monday,05:00:00,Friday,10:00:00,1.73,1.73,1.73,5.19,1.73,5.19,126,59,29,13,237,254,231,222,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069022,DALLAS,-1,Monday,10:00:00,Friday,15:00:00,3.24,3.24,3.24,9.72,3.24,9.72,126,53,26,12,245,238,200,209,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069024,Segment2-WB,-1,Tuesday,15:00:00,Saturday,19:00:00,3.24,3.24,3.24,9.72,3.24,9.72,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069026,21B,-1,Monday,15:00:00,Friday,19:00:00,2.55,2.55,2.55,7.65,2.55,7.65,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069028,US,-1,Monday,19:00:00,Friday,23:59:59,2.55,2.55,2.55,7.65,2.55,7.65,128,64,32,16,223,217,203,229,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069030,TI,-1,Saturday,00:00:00,Sunday,23:59:59,2.55,2.55,2.55,7.65,2.55,7.65,117,57,29,10,220,253,200,236,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069034,I-635,-1,Monday,00:00:00,Friday,05:00:00,2.55,2.55,2.55,7.65,2.55,7.65,126,52,30,12,249,213,222,214,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069000,436B,-1,Monday,05:00:00,Tuesday,10:00:00,1.56,1.56,1.56,4.68,1.56,4.68,110,56,31,13,205,239,200,255,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069002,LOOP,-1,Wednesday,10:00:00,Friday,15:00:00,1.56,1.56,1.56,4.68,1.56,4.68,105,53,23,16,232,251,242,239,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069004,WALNUT,-1,Monday,15:00:00,Friday,19:00:00,1.56,1.56,1.56,4.68,1.56,4.68,127,56,24,15,212,236,247,225,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069006,EXIT,-1,Monday,19:00:00,Friday,23:59:59,1.56,1.56,1.56,4.68,1.56,4.68,119,60,26,16,239,249,224,202,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069008,27A,-1,Saturday,00:00:00,Sunday,23:59:59,2.33,2.33,2.33,6.99,2.33,6.99,,64,32,16,221,213,211,215,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069010,T-25A I-35E,-1,Monday,00:00:00,Friday,05:00:00,2.33,2.33,2.33,6.99,2.33,6.99,123,50,21,16,208,230,220,231,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069012,WEBB,-1,Monday,05:00:00,Friday,10:00:00,2.33,2.33,2.33,6.99,2.33,6.99,119,57,31,10,210,201,250,243,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069014,Segment3-NB,-1,Monday,10:00:00,Friday,15:00:00,2.73,2.73,2.73,8.19,2.73,8.19,106,54,31,13,240,211,218,200,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069016,PRESTON,-1,Monday,15:00:00,Friday,19:00:00,2.73,2.73,2.73,8.19,2.73,8.19,,64,32,16,240,228,241,234,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069018,TI,-1,Monday,19:00:00,Friday,23:59:59,2.73,2.73,2.73,8.19,2.73,8.19,110,57,30,13,254,205,250,216,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069020,WEBB,-1,Saturday,00:00:00,Sunday,23:59:59,1.71,1.71,1.71,5.13,1.71,5.13,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069022,DALLAS,-1,Saturday,00:00:00,Sunday,23:59:59,3.13,3.13,3.13,9.39,3.13,9.39,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069024,Segment2-WB,-1,Monday,05:00:00,Wednesday,10:00:00,3.13,3.13,3.13,9.39,3.13,9.39,127,52,23,13,212,225,255,205,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069026,21B,-1,Monday,10:00:00,Friday,15:00:00,2.73,2.73,2.73,8.19,2.73,8.19,119,59,31,13,223,211,212,237,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069028,US,-1,Thursday,15:00:00,Friday,19:00:00,2.73,2.73,2.73,8.19,2.73,8.19,126,57,31,14,200,210,231,240,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069030,TI,-1,Monday,19:00:00,Friday,23:59:59,2.73,2.73,2.73,8.19,2.73,8.19,128,64,32,16,221,252,226,221,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069034,I-635,-1,Saturday,00:00:00,Sunday,23:59:59,2.73,2.73,2.73,8.19,2.73,8.19,115,63,29,12,231,248,227,207,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069000,436B,-1,Monday,00:00:00,Friday,05:00:00,1.27,1.27,1.27,3.81,1.27,3.81,123,58,25,11,202,255,219,248,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069002,LOOP,-1,Monday,05:00:00,Friday,10:00:00,1.27,1.27,1.27,3.81,1.27,3.81,126,59,29,13,237,254,231,222,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069004,WALNUT,-1,Monday,10:00:00,Friday,15:00:00,1.27,1.27,1.27,3.81,1.27,3.81,126,53,26,12,245,238,200,209,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069006,EXIT,-1,Tuesday,15:00:00,Saturday,19:00:00,1.27,1.27,1.27,3.81,1.27,3.81,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069008,27A,-1,Monday,15:00:00,Friday,19:00:00,1.83,1.83,1.83,5.49,1.83,5.49,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069010,T-25A I-35E,-1,Monday,19:00:00,Friday,23:59:59,1.83,1.83,1.83,5.49,1.83,5.49,128,64,32,16,223,217,203,229,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069012,WEBB,-1,Saturday,00:00:00,Sunday,23:59:59,1.83,1.83,1.83,5.49,1.83,5.49,117,57,29,10,220,253,200,236,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069014,Segment3-NB,-1,Monday,00:00:00,Friday,05:00:00,2.1,2.1,2.1,6.3,2.1,6.3,126,52,30,12,249,213,222,214,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069016,PRESTON,-1,Monday,05:00:00,Tuesday,10:00:00,2.1,2.1,2.1,6.3,2.1,6.3,110,56,31,13,205,239,200,255,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069018,TI,-1,Wednesday,10:00:00,Friday,15:00:00,2.1,2.1,2.1,6.3,2.1,6.3,105,53,23,16,232,251,242,239,8,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069020,WEBB,-1,Monday,15:00:00,Friday,19:00:00,1.41,1.41,1.41,4.23,1.41,4.23,127,56,24,15,212,236,247,225,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069022,DALLAS,-1,Monday,19:00:00,Friday,23:59:59,2.43,2.43,2.43,7.29,2.43,7.29,119,60,26,16,239,249,224,202,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069024,Segment2-WB,-1,Saturday,00:00:00,Sunday,23:59:59,2.43,2.43,2.43,7.29,2.43,7.29,,64,32,16,221,213,211,215,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069026,21B,-1,Monday,00:00:00,Friday,05:00:00,2.1,2.1,2.1,6.3,2.1,6.3,123,50,21,16,208,230,220,231,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069028,US,-1,Monday,05:00:00,Friday,10:00:00,2.1,2.1,2.1,6.3,2.1,6.3,119,57,31,10,210,201,250,243,7,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069030,TI,-1,Monday,10:00:00,Friday,15:00:00,2.1,2.1,2.1,6.3,2.1,6.3,106,54,31,13,240,211,218,200,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069034,I-635,-1,Monday,15:00:00,Friday,19:00:00,2.1,2.1,2.1,6.3,2.1,6.3,,64,32,16,240,228,241,234,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069000,436B,-1,Monday,19:00:00,Friday,23:59:59,1.03,1.03,1.03,3.09,1.03,3.09,110,57,30,13,254,205,250,216,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069002,LOOP,-1,Saturday,00:00:00,Sunday,23:59:59,1.03,1.03,1.03,3.09,1.03,3.09,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069004,WALNUT,-1,Saturday,00:00:00,Sunday,23:59:59,1.03,1.03,1.03,3.09,1.03,3.09,103,52,25,10,254,209,228,236,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069006,EXIT,-1,Monday,05:00:00,Wednesday,10:00:00,1.03,1.03,1.03,3.09,1.03,3.09,127,52,23,13,212,225,255,205,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069008,27A,-1,Monday,10:00:00,Friday,15:00:00,1.36,1.36,1.36,4.08,1.36,4.08,119,59,31,13,223,211,212,237,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-12-1955
1069010,T-25A I-35E,-1,Thursday,15:00:00,Friday,19:00:00,1.36,1.36,1.36,4.08,1.36,4.08,126,57,31,14,200,210,231,240,7,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069012,WEBB,-1,Monday,19:00:00,Friday,23:59:59,1.36,1.36,1.36,4.08,1.36,4.08,128,64,32,16,221,252,226,221,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,04-12-1955
1069014,Segment3-NB,-1,Saturday,00:00:00,Sunday,23:59:59,1.36,1.36,1.36,4.08,1.36,4.08,115,63,29,12,231,248,227,207,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069016,PRESTON,-1,Monday,00:00:00,Friday,05:00:00,1.36,1.36,1.36,4.08,1.36,4.08,123,58,25,11,202,255,219,248,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069018,TI,-1,Monday,05:00:00,Friday,10:00:00,1.36,1.36,1.36,4.08,1.36,4.08,126,59,29,13,237,254,231,222,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069020,WEBB,-1,Monday,10:00:00,Friday,15:00:00,1.03,1.03,1.03,3.09,1.03,3.09,126,53,26,12,245,238,200,209,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069022,DALLAS,-1,Tuesday,15:00:00,Saturday,19:00:00,1.41,1.41,1.41,4.23,1.41,4.23,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,01-11-1955
1069024,Segment2-WB,-1,Monday,15:00:00,Friday,19:00:00,1.41,1.41,1.41,4.23,1.41,4.23,119,64,28,15,235,243,224,204,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
1069026,21B,-1,Monday,19:00:00,Friday,23:59:59,1.36,1.36,1.36,4.08,1.36,4.08,128,64,32,16,223,217,203,229,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-12-1955
1069028,US,-1,Saturday,00:00:00,Sunday,23:59:59,1.36,1.36,1.36,4.08,1.36,4.08,117,57,29,10,220,253,200,236,5,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,2,I-635 TEXpress,01-11-1955
1069030,TI,-1,Monday,00:00:00,Friday,05:00:00,1.36,1.36,1.36,4.08,1.36,4.08,126,52,30,12,249,213,222,214,8,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,1,I-635 TEXpress,04-12-1955
